transaction_id,customer_id,order_date,product_category,product_price,quantity,payment_method,country,discount_percent,shipping_days,customer_age,customer_gender,is_returned
T102427,C1389,2023/09/27,Sports,69.61,1,Cash,NIGERIA,24.83,2,69.0,Female,0
T102428,C2870,2023/02/12,Electronics,221.89,2,,ethiopia,49.64,1,49.0,Male,1
T102429,C2251,2023/07/17,Sports,430.0,-4,Card,S. Africa,23.13,14,64.0,Male,0
T102430,C2389,23-03-2022,Home,339.74,5,Mobile Money,Nigeria,3.3,6,41.0,Female,1
T102431,C1434,12-10-2023,Electronics,344.32,1,Mobile Money,Egypt,49.54,9,66.0,Female,0
T102432,C1104,2023/08/09,Electronics,464.41,4,Card,South Africa,49.17,7,62.0,Female,1
T102433,C1771,2023/09/08,Electronics,150.21,4,Bank Transfer,Egypt,42.35,7,42.0,Female,0
T102434,C1855,2022/01/22,Clothing,275.54,3,Bank Transfer,NIGERIA,36.3,13,64.0,Male,1
T102435,C2551,2022/11/24,Electronics,148.12,-4,Cash,ethiopia,22.25,3,42.0,Male,1
T102436,C2254,2022/02/27,Clothing,447.45,1,Mobile Money,Kenya,34.33,4,63.0,Female,0
T102437,C2883,2022/02/11,Home,391.91,5,Bank Transfer,South Africa,2.87,7,51.0,Female,0
T102438,C2325,2023/11/29,Electronics,121.89,4,Bank Transfer,S. Africa,18.06,12,65.0,Male,1
T102439,C2782,2023/09/08,Clothing,296.73,3,Bank Transfer,Kenya,,10,34.0,Male,1
T102440,C2847,02-11-2022,Clothing,296.06,3,Card,NIGERIA,19.34,9,50.0,Female,0
T102441,C2063,2023/05/06,Clothing,43.97,1,Cash,Nigeria,37.29,5,61.0,Female,1
T102442,C1955,13-10-2022,Electronics,184.34,2,Bank Transfer,Kenya,3.05,8,28.0,Female,0
T102443,C1934,2022/11/22,Clothing,466.13,1,Cash,Ethiopia,49.08,1,44.0,Male,0
T102444,C2146,2023/10/30,Sports,5.21,3,Card,S. Africa,32.7,14,58.0,Female,1
T102445,C2983,2023/04/08,Sports,155.72,4,Cash,Kenya ,38.89,7,44.0,Female,0
T102446,C1826,2022/08/27,Sports,269.4,2,Cash,NIGERIA,6.49,10,,Female,1
T102447,C1812,2023/01/11,Home,228.99,2,Bank Transfer,South Africa,40.86,11,24.0,Female,1
T102448,C1348,2022/02/19,Electronics,351.81,5,Cash,ethiopia,,1,55.0,Male,1
T102449,C1504,2023/01/30,Home,202.7,4,,Kenya,30.06,4,38.0,Female,0
T102450,C2944,2022/10/06,Electronics,320.45,3,Cash,ethiopia,20.86,11,48.0,Male,0
T102451,C1463,2022/09/02,Sports,309.7,1,Card,Ghana,39.83,7,70.0,Male,1
T102452,C1108,01-03-2023,Electronics,269.64,4,Cash,NIGERIA,18.43,5,45.0,Female,1
T102453,C1879,07-03-2022,Electronics,380.86,4,Bank Transfer,NIGERIA,13.02,2,70.0,Male,0
T102454,C2828,2022/11/04,Home,173.13,3,Cash,NIGERIA,6.27,11,69.0,Male,1
T102455,C2420,08-06-2023,Clothing,499.56,4,Mobile Money,South Africa,36.95,1,35.0,Female,0
T102456,C1766,2023/12/17,Clothing,30.64,3,Mobile Money,Egypt,3.9,10,58.0,Male,0
T102457,C2278,2022/12/24,Sports,222.62,1,Cash,ethiopia,13.64,13,34.0,Male,0
T102458,C2408,25-11-2022,Electronics,494.96,2,Card,Nigeria,47.79,4,120.0,Male,0
T102459,C1491,2022/10/06,Clothing,374.27,4,,Egypt,34.07,6,64.0,Male,1
T102460,C2243,2023/05/25,Home,224.07,2,Cash,Ghana,,11,52.0,Female,1
T102461,C2120,2023/03/27,Clothing,267.03,5,Mobile Money,ethiopia,12.11,4,5.0,Female,1
T102462,C2292,2023/10/21,Home,397.77,1,Bank Transfer,Egypt,43.46,6,42.0,Male,0
T102463,C2868,2022/06/10,Sports,228.74,5,Card,Nigeria,24.28,11,20.0,Male,1
T102464,C1588,2022/08/02,Sports,460.2,4,Cash,Nigeria,7.45,5,67.0,Female,0
T102465,C2301,2022/04/14,Electronics,328.1,1,Card,Nigeria,37.86,8,57.0,Male,1
T102466,C2266,08-10-2023,Clothing,45.86,4,Bank Transfer,Ghana,24.17,8,32.0,Female,1
T102467,C1860,11-01-2023,Electronics,57.67,2,Card,Kenya,36.83,14,29.0,Male,0
T102468,C1121,20-05-2023,Sports,357.11,1,,Ghana,7.42,4,49.0,Male,1
T102469,C1782,2022/09/16,Sports,193.49,1,Bank Transfer,South Africa,24.57,9,28.0,Male,0
T102470,C1080,2022/03/03,Electronics,132.32,5,Card,Kenya,22.81,13,47.0,Female,1
T102471,C2104,2023/10/07,Home,15.54,2,Bank Transfer,Egypt,31.66,5,56.0,Male,0
T102472,C2520,2023/05/10,Sports,112.52,1,Mobile Money,South Africa,9.68,1,70.0,Male,1
T102473,C2738,03-02-2022,Clothing,385.78,3,Bank Transfer,S. Africa,21.71,12,45.0,Male,1
T102474,C1165,2022/04/17,Clothing,319.15,3,Cash,Ethiopia,49.09,11,19.0,Male,1
T102475,C2133,2023/10/15,Electronics,347.23,1,Card,Egypt,25.11,12,21.0,Female,1
T102476,C2889,11-05-2023,Electronics,57.97,1,Card,Kenya,48.23,14,44.0,Male,1
T102477,C1263,2022/03/29,Sports,414.92,1,Card,Nigeria,46.8,9,35.0,Female,0
T102478,C1595,2023/04/30,Home,420.76,5,Mobile Money,Kenya ,14.59,3,46.0,Female,1
T102479,C2661,2022/08/15,Home,315.11,2,Cash,South Africa,32.83,1,61.0,Female,0
T102480,C2390,2023/03/27,Electronics,497.82,5,Bank Transfer,South Africa,7.04,5,49.0,Female,0
T102481,C2437,2022/04/04,Home,316.33,5,Mobile Money,Ethiopia,46.2,14,,Male,0
T102482,C1657,2023/12/14,Sports,415.03,1,Card,Kenya,31.95,4,54.0,Male,1
T102483,C1891,25-06-2023,Sports,316.35,2,Mobile Money,Ghana,45.11,12,42.0,Female,1
T102484,C1494,2022/01/22,Home,69.59,2,Bank Transfer,Ghana,,12,29.0,Female,0
T102485,C1861,20-11-2023,Electronics,177.48,2,Bank Transfer,Kenya ,45.29,14,39.0,Male,1
T102486,C1805,17-02-2023,Electronics,56.62,3,Mobile Money,Kenya ,21.27,14,37.0,Female,1
T102487,C2925,2022/04/28,Clothing,188.5,2,Mobile Money,Ethiopia,31.45,5,19.0,Female,0
T102488,C2281,2022/01/24,Sports,169.6,1,Bank Transfer,Ghana,26.73,2,60.0,Male,1
T102489,C1892,2022/02/17,Clothing,305.29,2,Mobile Money,Ghana,41.31,9,42.0,Male,1
T102490,C2652,2022/09/12,Sports,415.71,1,Mobile Money,S. Africa,,2,67.0,Male,0
T102491,C2288,2022/06/23,Clothing,160.12,5,Card,Ethiopia,22.93,8,62.0,Female,1
T102492,C2325,2023/05/29,Clothing,302.78,1,Bank Transfer,Kenya ,28.5,1,18.0,Male,0
T102493,C1341,2023/08/03,Sports,52.96,4,Mobile Money,Ghana,1.65,4,34.0,Female,1
T102494,C2136,2023/04/09,Electronics,122.81,3,Bank Transfer,NIGERIA,,1,,Male,0
T102495,C1014,17-12-2023,Electronics,101.58,5,Bank Transfer,Kenya ,31.48,11,27.0,Male,0
T102496,C1930,14-03-2022,Electronics,214.93,2,Cash,S. Africa,23.37,7,41.0,Female,0
T102497,C2997,2023/08/16,Electronics,420.0,2,Bank Transfer,S. Africa,33.16,12,70.0,Female,0
T102498,C1680,2023/07/05,Clothing,87.91,2,Bank Transfer,Ghana,30.79,2,27.0,Male,0
T102499,C1736,2023/01/07,Home,483.35,2,Mobile Money,South Africa,32.38,2,23.0,Male,1
T102500,C1657,2023/07/23,Clothing,14543.68,1,Mobile Money,S. Africa,33.46,13,70.0,Female,0
T102501,C1877,2023/04/25,Clothing,97.62,5,Card,Ghana,46.11,2,57.0,Female,0
T102502,C2051,2022/10/14,Home,244.4,1,Card,Ethiopia,21.04,13,43.0,Male,1
T102503,C2345,2022/07/09,Electronics,332.69,1,Card,Kenya ,14.26,13,38.0,Male,0
T102504,C1676,2022/12/19,Home,213.73,5,Mobile Money,S. Africa,,6,53.0,Male,1
T102505,C2755,06-06-2022,Clothing,324.53,4,,Egypt,5.8,7,46.0,Female,1
T102506,C2599,12-03-2023,Home,239.15,2,Mobile Money,Kenya ,14.44,1,52.0,Female,0
T102507,C2370,2023/07/04,Electronics,338.79,4,Cash,Kenya ,15.37,2,70.0,Male,0
T102508,C2388,07-06-2022,Electronics,434.63,3,Bank Transfer,NIGERIA,49.63,13,50.0,Female,1
T102509,C2961,2023/04/06,Home,169.27,3,Bank Transfer,Egypt,1.22,13,50.0,Male,1
T102510,C1634,2023/06/07,Clothing,31.61,3,Bank Transfer,Egypt,42.43,8,40.0,Female,1
T102511,C1589,12-04-2023,Electronics,159.13,4,Cash,Kenya ,2.02,6,22.0,Female,0
T102512,C1405,2023/07/02,Home,177.39,2,Cash,Kenya,33.26,11,22.0,Female,1
T102513,C2472,31-03-2022,Electronics,358.35,4,Mobile Money,South Africa,18.95,9,18.0,Female,0
T102514,C1898,2022/04/12,Clothing,288.85,3,Cash,Ghana,38.78,9,31.0,Female,0
T102515,C1800,2023/10/10,Sports,194.63,3,Card,South Africa,4.06,11,64.0,Female,0
T102516,C2311,2022/01/29,Clothing,71.41,3,Mobile Money,Kenya ,14.96,11,52.0,Female,1
T102517,C2272,2023/01/12,Sports,163.89,1,Cash,Kenya,11.36,4,31.0,Male,1
T102518,C2190,11-11-2022,Clothing,494.58,2,Cash,Egypt,34.65,12,40.0,Female,0
T102519,C2878,2022/04/15,Clothing,235.29,3,Card,Ghana,29.85,7,49.0,Male,0
T102520,C1204,21-04-2023,Electronics,373.09,4,Card,Kenya ,19.39,5,35.0,Male,0
T102521,C2330,2023/01/20,Clothing,186.49,4,Cash,ethiopia,33.2,13,27.0,Male,1
T102522,C2388,2023/10/18,Clothing,427.96,2,Cash,ethiopia,18.29,12,37.0,Male,1
T102523,C1105,2023/10/11,Clothing,495.89,4,Cash,Ghana,1.78,12,69.0,Male,0
T102524,C2564,2023/02/20,Electronics,308.34,-3,Cash,Ethiopia,9.82,8,41.0,Male,0
T102525,C1684,2023/01/10,Sports,188.46,5,Cash,South Africa,30.63,5,42.0,Male,0
T102526,C2790,2022/12/20,Sports,108.21,2,Card,Ethiopia,20.3,10,18.0,Female,1
T102527,C1053,2022/04/16,Home,11185.61,3,Mobile Money,S. Africa,31.69,11,52.0,Female,0
T102528,C1335,26-07-2022,Clothing,123.91,2,Card,Nigeria,41.33,8,24.0,Male,1
T102529,C2554,2022/09/05,Electronics,399.5,3,Cash,Ethiopia,27.38,14,28.0,Male,1
T102530,C1004,2022/05/15,Home,77.09,2,Cash,Nigeria,7.43,13,,Male,0
T102531,C1916,2023/06/24,Clothing,337.68,2,Mobile Money,S. Africa,41.81,12,39.0,Male,1
T102532,C2993,25-01-2023,Sports,95.98,5,Mobile Money,Kenya ,39.99,13,56.0,Female,1
T102533,C1441,20-01-2023,Home,7838.29,1,Card,South Africa,18.84,4,64.0,Female,1
T102534,C2719,2022/06/17,Sports,457.5,2,Cash,S. Africa,33.43,12,47.0,Male,1
T102535,C1397,30-05-2023,Home,299.03,2,Cash,Kenya,9.84,6,28.0,Male,1
T102536,C1296,2023/05/12,Home,410.01,1,Mobile Money,Ethiopia,15.57,3,27.0,Female,1
T102537,C1906,23-11-2023,Clothing,117.21,3,Card,Ethiopia,34.71,4,47.0,Female,0
T102538,C2759,2022/12/17,Clothing,263.53,5,Mobile Money,Kenya,36.57,10,33.0,Female,1
T102539,C2149,2023/05/09,Home,351.16,4,Cash,South Africa,0.7,9,22.0,Female,1
T102540,C1806,2023/11/29,Sports,377.85,5,Card,South Africa,37.0,7,20.0,Female,0
T102541,C2361,2022/05/23,Electronics,169.81,3,Mobile Money,Kenya,39.8,1,41.0,Female,0
T102542,C2338,2022/11/07,Clothing,207.04,5,Card,S. Africa,41.37,12,43.0,Male,0
T102543,C1410,2023/03/11,Clothing,421.98,2,,Egypt,13.53,4,44.0,Female,0
T102544,C1611,2022/03/02,Clothing,175.89,3,Cash,Nigeria,30.43,14,52.0,Male,1
T102545,C1493,2022/03/21,Clothing,184.91,4,Mobile Money,Ghana,21.9,7,58.0,Female,1
T102546,C1334,2023/06/03,Clothing,491.42,4,Card,Kenya,36.66,5,36.0,Male,1
T102547,C1802,2023/09/13,Clothing,370.75,5,,Ghana,29.21,11,64.0,Male,0
T102548,C2408,2022/03/15,Home,90.63,5,,NIGERIA,14.46,2,21.0,Female,0
T102549,C1153,2022/01/30,Home,112.43,5,Bank Transfer,Nigeria,,7,69.0,Male,1
T102550,C1237,2022/09/29,Home,169.4,3,Card,Ethiopia,46.57,11,39.0,Female,0
T102551,C1214,09-12-2022,Electronics,220.04,4,Card,Egypt,30.82,1,59.0,Female,0
T102552,C2293,2022/09/18,Sports,162.21,1,Bank Transfer,Kenya,,3,20.0,Female,1
T102553,C2666,2022/07/01,Electronics,221.29,5,Bank Transfer,Ethiopia,15.88,14,20.0,Male,0
T102554,C2601,2022/03/18,Electronics,354.06,1,Card,S. Africa,34.15,14,57.0,Male,0
T102555,C2355,2023/12/19,Clothing,226.49,1,Mobile Money,Ghana,31.13,5,37.0,Male,0
T102556,C1829,13-03-2023,Clothing,268.61,5,Bank Transfer,Ghana,27.44,1,67.0,Male,1
T102557,C1303,05-10-2022,Sports,251.35,4,Bank Transfer,Kenya,,12,34.0,Male,1
T102558,C1170,2023/12/13,Clothing,382.18,4,Cash,Ethiopia,33.59,7,63.0,Male,0
T102559,C1168,2023/04/02,Clothing,483.74,2,Bank Transfer,NIGERIA,2.9,14,55.0,Male,0
T102560,C2742,2022/01/21,Electronics,314.27,2,Bank Transfer,Kenya ,10.82,13,32.0,Male,0
T102561,C2671,2023/08/21,Home,198.57,4,,Egypt,17.71,1,39.0,Male,0
T102562,C2123,12-08-2022,Clothing,347.46,5,Card,Egypt,44.56,5,55.0,Female,0
T102563,C2728,10-05-2022,Sports,28.85,-2,Card,Kenya,29.06,9,37.0,Male,1
T102564,C2010,19-06-2023,Electronics,419.6,4,Mobile Money,Kenya,48.7,7,,Male,1
T102565,C1385,2023/05/21,Clothing,57.08,3,Cash,S. Africa,16.11,4,,Male,0
T102566,C1436,2023/03/11,Sports,183.23,3,Cash,Egypt,47.12,4,62.0,Female,1
T102567,C1413,2023/09/05,Sports,6569.8,5,Card,Nigeria,10.37,14,5.0,Male,0
T102568,C2029,2022/06/05,Home,407.31,5,Card,Egypt,24.45,13,25.0,Female,0
T102569,C2152,2022/01/19,Sports,136.6,3,Cash,Ghana,37.24,7,45.0,Male,0
T102570,C2412,2022/06/22,Sports,56.8,1,Cash,Nigeria,37.28,11,68.0,Female,0
T102571,C2849,2022/04/04,Home,256.04,3,Cash,S. Africa,22.49,4,22.0,Male,0
T102572,C2108,2022/10/29,Sports,321.3,2,Cash,Kenya ,45.2,11,57.0,Male,1
T102573,C1897,14-12-2022,Sports,224.18,1,Cash,Ethiopia,,3,55.0,Female,1
T102574,C1321,27-07-2022,Electronics,395.8,2,Card,NIGERIA,24.6,14,56.0,Male,0
T102575,C1774,2023/03/14,Sports,84.23,3,Bank Transfer,Ethiopia,37.77,14,62.0,Male,1
T102576,C2478,2022/10/29,Electronics,441.23,2,Cash,NIGERIA,49.0,10,51.0,Female,1
T102577,C2243,2023/06/28,Electronics,357.01,2,Cash,South Africa,43.29,4,19.0,Male,0
T102578,C2630,2022/10/26,Sports,472.19,1,Cash,South Africa,46.5,6,56.0,Female,1
T102579,C1559,2022/03/31,Clothing,282.23,4,Mobile Money,Egypt,1.18,5,,Male,1
T102580,C2691,21-11-2023,Electronics,216.76,3,,Egypt,9.51,8,58.0,Female,0
T102581,C2335,2022/08/14,Sports,498.73,2,Mobile Money,Kenya,49.75,2,65.0,Female,1
T102582,C1851,27-12-2023,Home,385.82,2,Mobile Money,NIGERIA,15.09,8,62.0,Female,1
T102583,C1970,27-07-2022,Sports,435.85,1,Bank Transfer,Kenya,29.77,12,70.0,Male,1
T102584,C1844,2023/11/24,Clothing,340.05,4,Cash,South Africa,31.29,8,42.0,Male,0
T102585,C1459,2022/11/01,Sports,145.14,2,Bank Transfer,Nigeria,38.98,13,70.0,Female,1
T102586,C1370,07-08-2023,Sports,197.3,3,Mobile Money,Ghana,0.69,10,50.0,Male,1
T102587,C1739,2023/09/28,Clothing,152.71,2,Card,Ghana,21.9,5,43.0,Male,0
T102588,C1139,2023/07/30,Sports,347.16,4,Card,South Africa,25.57,12,51.0,Female,0
T102589,C1555,2023/10/30,Home,70.07,4,Cash,Ghana,13.52,13,27.0,Female,0
T102590,C1617,2023/12/17,Sports,445.49,5,Card,Kenya ,20.03,14,60.0,Male,1
T102591,C1899,22-04-2023,Home,230.77,5,Card,NIGERIA,6.13,3,49.0,Female,0
T102592,C1480,2023/06/25,Clothing,14.93,2,Card,Kenya,19.89,13,45.0,Female,1
T102593,C1982,07-02-2023,Electronics,94.18,2,Cash,NIGERIA,32.61,9,20.0,Female,0
T102594,C1803,30-03-2023,Home,287.54,2,Mobile Money,Egypt,34.59,6,56.0,Male,0
T102595,C1598,13-03-2022,Sports,173.85,3,Bank Transfer,Kenya,48.2,6,29.0,Male,0
T102596,C2692,2023/08/03,Sports,303.81,-1,Bank Transfer,NIGERIA,48.76,14,31.0,Female,1
T102597,C1640,2022/09/07,Clothing,151.51,1,Cash,South Africa,12.15,12,29.0,Male,0
T102598,C1205,2022/06/14,Home,228.32,5,Card,S. Africa,33.43,10,66.0,Male,0
T102599,C1195,2023/12/21,Electronics,268.77,3,Cash,Kenya,44.95,4,41.0,Male,1
T102600,C2791,2023/04/28,Clothing,219.62,3,Mobile Money,S. Africa,25.39,11,30.0,Female,1
T102601,C2559,2022/07/17,Electronics,356.3,2,Mobile Money,S. Africa,43.19,2,29.0,Female,0
T102602,C2315,2023/10/08,Sports,244.24,1,Cash,Ethiopia,43.74,1,27.0,Male,0
T102603,C1214,2023/01/13,Home,470.42,4,Card,Nigeria,36.16,9,,Male,0
T102604,C2770,2022/12/01,Home,262.8,2,Card,Ghana,10.56,1,49.0,Male,0
T102605,C2506,21-04-2022,Home,169.52,5,Cash,Kenya ,29.76,10,57.0,Male,0
T102606,C1481,24-01-2023,Sports,161.91,2,Card,Egypt,48.91,11,,Male,0
T102607,C1861,17-06-2023,Electronics,491.16,4,Card,Ghana,10.51,11,30.0,Female,0
T102608,C1258,02-03-2022,Sports,62.69,2,Card,Ethiopia,39.72,7,37.0,Male,1
T102609,C2220,23-05-2023,Sports,442.32,3,Card,S. Africa,36.61,5,39.0,Female,1
T102610,C1204,2022/03/24,Clothing,285.57,2,Card,NIGERIA,24.88,10,41.0,Female,1
T102611,C2086,13-02-2022,Clothing,76.48,-5,Cash,ethiopia,41.42,9,56.0,Male,0
T102612,C1979,25-01-2022,Sports,45.86,5,Bank Transfer,Ghana,25.97,1,51.0,Male,0
T102613,C1524,2022/01/23,Home,63.21,3,Card,ethiopia,5.05,12,49.0,Male,0
T102614,C2983,2022/10/10,Home,330.3,2,Cash,ethiopia,,12,61.0,Female,1
T102615,C2810,2022/09/12,Sports,421.72,3,Mobile Money,Ethiopia,33.16,12,54.0,Male,0
T102616,C2866,2022/03/01,Clothing,77.1,4,Bank Transfer,Kenya,44.24,4,66.0,Female,1
T102617,C2900,2022/05/19,Sports,70.2,4,Mobile Money,Nigeria,0.09,12,,Female,1
T102618,C2187,2023/01/26,Home,198.15,2,Cash,South Africa,19.41,5,36.0,Male,0
T102619,C2642,02-06-2023,Sports,303.36,2,Card,S. Africa,18.36,12,28.0,Male,1
T102620,C2112,2022/08/25,Home,248.46,5,Bank Transfer,Ghana,47.67,1,41.0,Female,1
T102621,C2853,2023/08/10,Electronics,171.4,5,Mobile Money,Egypt,8.37,4,26.0,Female,0
T102622,C1262,2023/07/19,Home,242.37,2,Card,Nigeria,44.56,11,29.0,Male,0
T102623,C2472,27-09-2022,Home,421.3,1,Cash,Egypt,47.94,3,32.0,Male,0
T102624,C1574,08-03-2022,Electronics,109.41,3,Mobile Money,Ghana,12.42,9,,Female,1
T102625,C2359,24-09-2023,Clothing,483.06,2,Bank Transfer,Ghana,28.17,11,55.0,Female,0
T102626,C1719,2023/02/17,Sports,156.33,3,Card,NIGERIA,39.31,7,62.0,Female,0
T102627,C1445,2023/08/02,Electronics,224.23,5,Mobile Money,Nigeria,32.91,11,20.0,Male,1
T102628,C2668,2022/01/09,Clothing,351.35,2,Cash,Ethiopia,10.51,13,31.0,Male,1
T102629,C1831,2023/09/29,Sports,157.16,5,,Kenya,5.6,13,39.0,Male,0
T102630,C1757,2023/05/21,Sports,293.53,4,Card,Egypt,46.79,1,37.0,Female,0
T102631,C2482,2022/11/06,Home,371.68,4,Card,Kenya ,32.35,14,,Female,0
T102632,C1138,2023/05/25,Home,34.92,3,Mobile Money,Ghana,46.86,14,42.0,Male,1
T102633,C1633,2023/07/06,Sports,271.59,1,Cash,Kenya ,32.23,8,55.0,Female,1
T102634,C2434,2022/05/09,Clothing,124.97,1,Card,Kenya ,16.35,14,39.0,Female,1
T102635,C2355,2023/03/25,Electronics,302.56,4,Bank Transfer,Ghana,31.55,4,19.0,Male,0
T102636,C2589,26-09-2022,Sports,178.96,2,Mobile Money,Ethiopia,12.92,6,58.0,Male,1
T102637,C1960,2022/10/23,Home,82.23,3,Cash,Ghana,10.8,9,68.0,Male,0
T102638,C1105,09-10-2022,Sports,287.56,2,Bank Transfer,Nigeria,47.7,2,50.0,Male,1
T102639,C1924,2022/08/26,Home,288.92,1,Mobile Money,S. Africa,9.76,6,45.0,Male,1
T102640,C2830,2023/08/05,Electronics,385.19,5,Mobile Money,Egypt,6.33,10,22.0,Male,0
T102641,C2627,25-11-2023,Sports,374.64,4,Cash,Ethiopia,4.83,12,47.0,Female,1
T102642,C2208,2022/07/03,Sports,12845.16,1,Mobile Money,South Africa,13.52,1,20.0,Male,0
T102643,C2617,03-12-2023,Sports,87.15,3,Mobile Money,S. Africa,9.62,5,64.0,Male,1
T102644,C2584,2023/02/06,Sports,267.25,5,Card,Kenya,,6,55.0,Male,0
T102645,C1745,18-06-2022,Sports,26.9,5,Card,South Africa,31.46,9,43.0,Female,0
T102646,C1570,2022/04/23,Clothing,201.03,3,Mobile Money,S. Africa,12.38,10,26.0,Female,1
T102647,C1158,2023/01/30,Electronics,336.35,2,Bank Transfer,Egypt,13.18,12,68.0,Female,1
T102648,C2775,03-02-2022,Sports,439.97,2,Mobile Money,Ethiopia,11.88,3,35.0,Female,1
T102649,C2655,11-02-2023,Home,47.09,4,Mobile Money,South Africa,8.8,7,22.0,Male,1
T102650,C2041,11-12-2022,Home,89.83,5,Card,Ghana,47.21,3,56.0,Female,0
T102651,C2118,21-09-2022,Sports,431.23,4,Card,Egypt,33.98,11,41.0,Male,1
T102652,C1886,2022/01/15,Clothing,333.13,2,Cash,South Africa,19.62,6,54.0,Female,1
T102653,C2069,2023/02/20,Electronics,15.95,4,Mobile Money,Nigeria,2.47,8,18.0,Female,0
T102654,C1575,2023/04/27,Clothing,121.26,1,Mobile Money,Kenya,10.8,8,49.0,Male,0
T102655,C2292,2022/05/28,Home,167.23,4,Cash,South Africa,46.99,14,31.0,Female,0
T102656,C2390,28-04-2023,Electronics,310.44,5,Card,NIGERIA,46.01,1,50.0,Male,0
T102657,C1538,2022/01/20,Clothing,92.61,3,Mobile Money,Ethiopia,9.28,5,49.0,Male,1
T102658,C1367,2022/07/09,Electronics,498.35,3,Card,NIGERIA,30.92,13,54.0,Female,1
T102659,C1740,09-04-2022,Sports,352.64,1,,NIGERIA,8.67,14,38.0,Male,0
T102660,C2190,2023/03/12,Electronics,475.43,3,Cash,NIGERIA,19.76,8,61.0,Male,0
T102661,C2868,2022/05/18,Sports,369.73,1,Mobile Money,Egypt,46.32,13,31.0,Female,0
T102662,C2986,2023/01/23,Sports,183.53,5,Card,S. Africa,18.95,10,21.0,Male,0
T102663,C1774,2022/10/09,Home,424.54,1,Mobile Money,Ghana,48.69,2,27.0,Male,1
T102664,C1958,2023/04/26,Home,76.84,3,Cash,Kenya,40.5,14,50.0,Male,0
T102665,C1527,31-03-2023,Sports,20.47,3,Cash,Egypt,0.74,4,,Female,0
T102666,C2507,27-11-2022,Clothing,216.11,3,Cash,Kenya ,48.15,11,42.0,Male,1
T102667,C1534,2023/04/02,Home,433.35,5,Cash,Kenya,24.24,10,62.0,Male,1
T102668,C2890,07-07-2023,Home,277.77,5,Mobile Money,Kenya,33.71,11,66.0,Male,1
T102669,C2522,2022/06/30,Home,101.76,3,Cash,Egypt,4.99,9,25.0,Female,1
T102670,C2417,2022/10/25,Electronics,217.53,-3,Cash,Nigeria,24.2,12,42.0,Male,1
T102671,C2435,2022/09/23,Sports,457.64,2,Card,Kenya ,39.47,10,18.0,Female,1
T102672,C1287,2023/09/01,Clothing,140.06,2,Cash,Kenya,32.24,9,58.0,Female,1
T102673,C2006,22-09-2022,Electronics,76.19,2,Card,Egypt,,7,45.0,Male,1
T102674,C1100,2022/08/21,Sports,192.43,3,Bank Transfer,S. Africa,31.61,2,40.0,Male,1
T102675,C1803,2022/07/21,Electronics,168.39,5,Cash,South Africa,7.43,7,31.0,Female,0
T102676,C2911,2023/01/03,Home,58.5,4,Bank Transfer,Egypt,25.59,13,27.0,Female,0
T102677,C1998,2023/12/10,Sports,253.78,4,Card,NIGERIA,18.55,11,66.0,Male,1
T102678,C2894,2023/01/14,Sports,263.08,2,Mobile Money,South Africa,39.09,10,63.0,Female,1
T102679,C2422,05-10-2023,Sports,351.9,3,Cash,S. Africa,35.24,2,37.0,Male,1
T102680,C1947,03-02-2023,Clothing,476.28,1,,Egypt,7.94,8,47.0,Male,0
T102681,C1754,2022/09/15,Sports,407.69,1,Bank Transfer,Kenya ,28.52,6,,Male,1
T102682,C2441,2023/11/03,Electronics,145.06,2,Mobile Money,NIGERIA,5.13,5,65.0,Male,0
T102683,C2154,05-06-2022,Clothing,48.58,5,,S. Africa,,13,37.0,Female,0
T102684,C2263,09-08-2023,Home,164.39,5,Cash,Nigeria,12.62,8,62.0,Female,1
T102685,C2901,12-07-2023,Clothing,119.79,2,Mobile Money,NIGERIA,17.13,1,36.0,Male,0
T102686,C1603,02-04-2022,Electronics,29.27,3,Mobile Money,Nigeria,10.07,10,36.0,Male,1
T102687,C2398,2023/05/11,Clothing,360.56,1,Bank Transfer,Ethiopia,41.6,14,23.0,Male,1
T102688,C2362,2022/07/12,Clothing,464.66,5,Card,Nigeria,27.2,1,33.0,Male,1
T102689,C2182,2023/11/28,Electronics,74.52,3,Bank Transfer,Egypt,11.99,5,22.0,Male,1
T102690,C1597,2023/04/08,Sports,489.97,2,Mobile Money,Ethiopia,11.58,10,32.0,Female,0
T102691,C1535,25-11-2022,Electronics,16.67,3,Bank Transfer,NIGERIA,30.79,4,58.0,Male,0
T102692,C1784,08-05-2023,Clothing,96.23,3,Cash,Ghana,27.01,3,54.0,Male,0
T102693,C2971,2023/07/25,Home,370.84,1,Card,Egypt,33.93,5,37.0,Male,0
T102694,C1914,05-10-2022,Electronics,412.7,4,Card,Ethiopia,8.5,8,57.0,Male,1
T102695,C2592,2022/09/15,Clothing,17.9,2,Card,Kenya,36.16,8,66.0,Male,1
T102696,C1352,2023/09/02,Sports,181.81,2,Bank Transfer,Nigeria,32.18,10,59.0,Male,0
T102697,C2631,05-07-2022,Electronics,217.56,5,Cash,Ethiopia,24.46,2,31.0,Female,0
T102698,C2308,2023/09/30,Sports,201.89,2,Mobile Money,Nigeria,29.17,5,22.0,Female,1
T102699,C2881,2022/08/02,Sports,378.87,2,Mobile Money,Ghana,38.48,7,49.0,Female,1
T102700,C2386,2023/05/24,Electronics,282.56,1,Bank Transfer,S. Africa,20.68,6,41.0,Male,1
